"","Spearman_r","p_value","Site1","Taxa1","Site2","Taxa2","adjust_p","Type1","Type2","Annotation"
"24",0.526429160729018,1.18392989042631e-15,"Ac","Cutibacterium_acnes","Ll","Cutibacterium_acnes",2.16088390757664e-13,"Inter-Site","Same-Species","***"
"25",0.526306321631743,1.20535439390356e-15,"Vf","Corynebacterium_kroppenstedtii","Ac","Corynebacterium_kroppenstedtii",2.19967066455627e-13,"Inter-Site","Same-Species","***"
"26",0.519728616789358,3.11617261743735e-15,"Ub","Moraxella_osloensis","Ll","Moraxella_osloensis",5.67205180369462e-13,"Inter-Site","Same-Species","***"
"27",0.517036981020379,4.5695122908966e-15,"Ac","Staphylococcus_hominis","Ll","Staphylococcus_hominis",8.30906425125626e-13,"Inter-Site","Same-Species","***"
"28",0.516294907372684,5.07512195545354e-15,"Vf","Cutibacterium_acnes","Ll","Cutibacterium_acnes",9.22646396604748e-13,"Inter-Site","Same-Species","***"
"29",0.513361251135341,7.66557597472561e-15,"Vf","Staphylococcus_hominis","Ac","Staphylococcus_hominis",1.39138987185011e-12,"Inter-Site","Same-Species","***"
"30",0.500107326751095,4.7056730528998e-14,"Fo","Micrococcus_luteus","Ll","Micrococcus_luteus",7.40503516425367e-12,"Inter-Site","Same-Species","***"
"31",0.492217390270398,1.33609531061446e-13,"Vf","Corynebacterium_pseudogenitalium","Ll","Corynebacterium_pseudogenitalium",1.81825606054307e-11,"Inter-Site","Same-Species","***"
"32",0.486046547316927,2.96678090899651e-13,"Fo","Micrococcus_luteus","Vf","Micrococcus_luteus",3.87672321918141e-11,"Inter-Site","Same-Species","***"
"33",0.483778594464862,3.9616725295289e-13,"Ub","Cutibacterium_acnes","Ll","Cutibacterium_acnes",5.17409089340429e-11,"Inter-Site","Same-Species","***"
"34",0.483630300775091,4.03699760649792e-13,"Vf","Malassezia_restricta","Ub","Malassezia_restricta",5.27219656603844e-11,"Inter-Site","Same-Species","***"
"35",0.471989791972185,1.72193611695509e-12,"Vf","Staphylococcus_epidermidis","Ub","Staphylococcus_epidermidis",2.23944997299678e-10,"Inter-Site","Same-Species","***"
"36",0.466614263329155,3.30363200505139e-12,"Fo","Micrococcus_luteus","Ac","Micrococcus_luteus",4.28485905968447e-10,"Inter-Site","Same-Species","***"
"37",0.465850817691144,3.62060843764016e-12,"Fo","Malassezia_restricta","Ub","Malassezia_restricta",4.69550157688402e-10,"Inter-Site","Same-Species","***"
"38",0.465431785612958,3.8069673422312e-12,"Ac","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",4.93668188210892e-10,"Inter-Site","Same-Species","***"
"39",0.460711777584895,6.66917352674466e-12,"Ac","Moraxella_osloensis","Ub","Moraxella_osloensis",8.63499214313379e-10,"Inter-Site","Same-Species","***"
"40",0.458123608240309,9.03677796915356e-12,"Fo","Malassezia_restricta","Vf","Malassezia_restricta",1.16909209865475e-09,"Inter-Site","Same-Species","***"
"41",0.455864526748702,1.17564423334774e-11,"Vf","Staphylococcus_caprae_capitis","Ac","Staphylococcus_caprae_capitis",1.51930782674412e-09,"Inter-Site","Same-Species","***"
"42",0.446250751039163,3.52583571101922e-11,"Vf","Staphylococcus_hominis","Ll","Staphylococcus_hominis",4.13543492127617e-09,"Inter-Site","Same-Species","***"
"43",0.440612627339457,6.60903004506306e-11,"Vf","Staphylococcus_hominis","Ub","Staphylococcus_hominis",7.47330777916485e-09,"Inter-Site","Same-Species","***"
"44",0.418861551112019,6.71522966373146e-10,"Ac","Staphylococcus_epidermidis","Ub","Staphylococcus_epidermidis",7.20052276066715e-08,"Inter-Site","Same-Species","***"
"45",0.417457925209994,7.75550811290772e-10,"Fo","Staphylococcus_epidermidis","Ch","Staphylococcus_epidermidis",8.30754480018039e-08,"Inter-Site","Same-Species","***"
"46",0.416273251433762,8.75343913906678e-10,"Vf","Cutibacterium_granulosum","Ac","Cutibacterium_granulosum",9.3701724940013e-08,"Inter-Site","Same-Species","***"
"47",0.411342408538504,1.44142897099762e-09,"Ac","Malassezia_restricta","Ub","Malassezia_restricta",1.43200431783211e-07,"Inter-Site","Same-Species","***"
"48",0.411331115295689,1.4430631693223e-09,"Ps","Streptococcus_mitis_oralis_pneumoniae","Ax","Streptococcus_mitis_oralis_pneumoniae",1.43200431783211e-07,"Inter-Site","Same-Species","***"
"49",0.408478182616785,1.91873701787078e-09,"Ac","Staphylococcus_caprae_capitis","Ll","Staphylococcus_caprae_capitis",1.84536720522795e-07,"Inter-Site","Same-Species","***"
"50",0.407217804142732,2.17424195878641e-09,"Ac","Dermabacter_sp_HFH0086","Ub","Dermabacter_sp_HFH0086",2.03421974969569e-07,"Inter-Site","Same-Species","***"
"51",0.404241196171297,2.91498317338196e-09,"Ch","Malassezia_restricta","Vf","Malassezia_restricta",2.66883114463821e-07,"Inter-Site","Same-Species","***"
"52",0.400471612498182,4.20820826875992e-09,"Ps","Cutibacterium_acnes","Sc","Cutibacterium_acnes",3.73506814140626e-07,"Inter-Site","Same-Species","***"
"53",0.398793656373885,4.94812448567248e-09,"Vf","Corynebacterium_tuberculostearicum","Ac","Corynebacterium_tuberculostearicum",4.33382113156021e-07,"Inter-Site","Same-Species","***"
"54",0.398778969474237,4.95512479639468e-09,"Vf","Cutibacterium_acnes","Ub","Cutibacterium_acnes",4.33980239882055e-07,"Inter-Site","Same-Species","***"
"55",0.397209505123174,5.76093962186058e-09,"Ps","Corynebacterium_kroppenstedtii","Sc","Corynebacterium_kroppenstedtii",5.0408490178472e-07,"Inter-Site","Same-Species","***"
"56",0.392394540715923,9.10201639840298e-09,"Fo","Micrococcus_luteus","Ch","Micrococcus_luteus",7.78977830085715e-07,"Inter-Site","Same-Species","***"
"57",0.392341233312926,9.14785110360223e-09,"Fo","Staphylococcus_epidermidis","Ac","Staphylococcus_epidermidis",7.82874067303201e-07,"Inter-Site","Same-Species","***"
"58",0.389811583311761,1.15983076467824e-08,"Ac","Corynebacterium_pseudogenitalium","Ll","Corynebacterium_pseudogenitalium",9.91546550105694e-07,"Inter-Site","Same-Species","***"
"59",0.38905897214159,1.24421038620827e-08,"Fo","Staphylococcus_epidermidis","Vf","Staphylococcus_epidermidis",1.0629303294191e-06,"Inter-Site","Same-Species","***"
"60",0.388720957444255,1.28400524347068e-08,"Ch","Malassezia_restricta","Ub","Malassezia_restricta",1.09685318130064e-06,"Inter-Site","Same-Species","***"
"61",0.388068114198316,1.36436702336941e-08,"Vf","Brevibacterium_casei","Ac","Brevibacterium_casei",1.16506978336188e-06,"Inter-Site","Same-Species","***"
"62",0.372019065857812,5.82423960892028e-08,"Vf","Staphylococcus_caprae_capitis","Ll","Staphylococcus_caprae_capitis",4.54391441239817e-06,"Inter-Site","Same-Species","***"
"63",0.371381744151399,6.15988902822179e-08,"Fo","Corynebacterium_kroppenstedtii","Ub","Corynebacterium_kroppenstedtii",4.80252688035856e-06,"Inter-Site","Same-Species","***"
"64",0.370352590658791,6.74149913304413e-08,"Ub","Malassezia_restricta","Ll","Malassezia_restricta",5.25209902919749e-06,"Inter-Site","Same-Species","***"
"65",0.36828279672817,8.07511181736343e-08,"Ub","Staphylococcus_epidermidis","Ll","Staphylococcus_epidermidis",6.2076941449142e-06,"Inter-Site","Same-Species","***"
"66",0.36420373523007,1.14825131896131e-07,"Ps","Micrococcus_luteus","Sc","Micrococcus_luteus",8.72235336582143e-06,"Inter-Site","Same-Species","***"
"67",0.358928667588767,1.7973329175589e-07,"Vf","Corynebacterium_tuberculostearicum","Ll","Corynebacterium_tuberculostearicum",1.32040875038574e-05,"Inter-Site","Same-Species","***"
"68",0.356601825480174,2.18450872014148e-07,"Vf","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",1.59915451689502e-05,"Inter-Site","Same-Species","***"
"69",-0.355334481941847,2.4278217466044e-07,"Vf","Dermabacter_sp_HFH0086","Ub","Dermabacter_sp_HFH0086",1.73409798858957e-05,"Inter-Site","Same-Species","***"
"70",0.354444298419931,2.61403780254123e-07,"Fo","Moraxella_osloensis","Ch","Moraxella_osloensis",1.86248613574629e-05,"Inter-Site","Same-Species","***"
"71",0.34682979548054,4.87373253120051e-07,"Fo","Staphylococcus_epidermidis","Ub","Staphylococcus_epidermidis",3.29266444295296e-05,"Inter-Site","Same-Species","***"
"72",0.345508527126567,5.42108593185478e-07,"Ch","Corynebacterium_kroppenstedtii","Vf","Corynebacterium_kroppenstedtii",3.65835761098894e-05,"Inter-Site","Same-Species","***"
"73",0.344108743746662,6.0649464351067e-07,"Fo","Finegoldia_magna","Ub","Finegoldia_magna",4.01997147568744e-05,"Inter-Site","Same-Species","***"
"74",0.340612379567612,8.00827113788489e-07,"Fo","Cutibacterium_avidum","Vf","Cutibacterium_avidum",5.22685591006145e-05,"Inter-Site","Same-Species","***"
"75",0.336385035770306,1.11566258149214e-06,"Fo","Cutibacterium_acnes","Ch","Cutibacterium_acnes",6.98753956430128e-05,"Inter-Site","Same-Species","***"
"76",0.335577501418992,1.18794882118357e-06,"Vf","Cutibacterium_avidum","Ac","Cutibacterium_avidum",7.43641879190228e-05,"Inter-Site","Same-Species","***"
"77",0.328945892433547,1.97602936138342e-06,"Ps","Corynebacterium_pseudogenitalium","Sc","Corynebacterium_pseudogenitalium",0.000119654436335368,"Inter-Site","Same-Species","***"
"78",0.325129106350663,2.63424072279307e-06,"Fo","Moraxella_osloensis","Ub","Moraxella_osloensis",0.000156975949269998,"Inter-Site","Same-Species","***"
"79",0.324072091378519,2.85059864746705e-06,"Ps","Malassezia_restricta","Vf","Malassezia_restricta",0.000169669393373916,"Inter-Site","Same-Species","***"
"80",0.321972680475964,3.33151077882707e-06,"Ch","Staphylococcus_epidermidis","Vf","Staphylococcus_epidermidis",0.000192731240483312,"Inter-Site","Same-Species","***"
"81",0.320913672810124,3.60248013759394e-06,"Ch","Cutibacterium_avidum","Ll","Cutibacterium_avidum",0.000208207497918804,"Inter-Site","Same-Species","***"
"82",0.320696738745879,3.66051671934416e-06,"Ac","Cutibacterium_avidum","Ub","Cutibacterium_avidum",0.000211527993486034,"Inter-Site","Same-Species","***"
"83",0.317440084624513,4.64614470574692e-06,"Vf","Cutibacterium_avidum","Ll","Cutibacterium_avidum",0.00026222447996946,"Inter-Site","Same-Species","***"
"84",0.317025534397538,4.78836560952914e-06,"Fo","Cutibacterium_avidum","Ub","Cutibacterium_avidum",0.000267112104831562,"Inter-Site","Same-Species","***"
"85",0.314120576203311,5.90745972328003e-06,"Ch","Corynebacterium_kroppenstedtii","Ac","Corynebacterium_kroppenstedtii",0.000326954341177796,"Inter-Site","Same-Species","***"
"86",0.309200459640448,8.389172406976e-06,"Sc","Malassezia_restricta","Ub","Malassezia_restricta",0.000443801438078225,"Inter-Site","Same-Species","***"
"87",0.308806465965152,8.62579636950164e-06,"Fo","Cutibacterium_avidum","Ch","Cutibacterium_avidum",0.000456224025475658,"Inter-Site","Same-Species","***"
"88",0.305678947370703,1.07418125495312e-05,"Ub","Staphylococcus_hominis","Ll","Staphylococcus_hominis",0.000554533328754086,"Inter-Site","Same-Species","***"
"89",0.304222079497432,1.18874802014805e-05,"Fo","Malassezia_restricta","Sc","Malassezia_restricta",0.000612529302564704,"Inter-Site","Same-Species","***"
"90",0.303554558410904,1.24502294232872e-05,"Ch","Malassezia_restricta","Ll","Malassezia_restricta",0.000636095045398685,"Inter-Site","Same-Species","***"
"91",0.303312812129152,1.26601845390611e-05,"Vf","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",0.000646704546595101,"Inter-Site","Same-Species","***"
"92",0.302066519994098,1.37968418636631e-05,"Sc","Malassezia_restricta","Vf","Malassezia_restricta",0.000699494611356167,"Inter-Site","Same-Species","***"
"93",0.29938663241935,1.65764942960447e-05,"Fo","Malassezia_restricta","Ll","Malassezia_restricta",0.000826436661452951,"Inter-Site","Same-Species","***"
"94",0.298070678530159,1.81279128856798e-05,"Ps","Finegoldia_magna","Sc","Finegoldia_magna",0.000901620441627499,"Inter-Site","Same-Species","***"
"95",0.296984007466763,1.95115009338968e-05,"Ac","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",0.000964078943526503,"Inter-Site","Same-Species","***"
"96",0.296765865396155,1.98010174123566e-05,"Ch","Malassezia_restricta","Sc","Malassezia_restricta",0.00096595595511311,"Inter-Site","Same-Species","***"
"97",0.295171887373496,2.20430962848198e-05,"Fo","Moraxella_osloensis","Ll","Moraxella_osloensis",0.00107112603216977,"Inter-Site","Same-Species","**"
"98",0.293884860686596,2.40262401409665e-05,"Fo","Staphylococcus_epidermidis","Ll","Staphylococcus_epidermidis",0.00115692947617373,"Inter-Site","Same-Species","**"
"99",0.287910618814706,3.56464764589874e-05,"Ps","Streptococcus_mitis_oralis_pneumoniae","Fo","Streptococcus_mitis_oralis_pneumoniae",0.00164212978674581,"Inter-Site","Same-Species","**"
"100",0.284817136575643,4.35744141437182e-05,"Vf","Finegoldia_magna","Ac","Finegoldia_magna",0.00195132231490169,"Inter-Site","Same-Species","**"
"101",0.280868610611223,5.61149301409362e-05,"Fo","Malassezia_globosa","Ch","Malassezia_globosa",0.00245813865856795,"Inter-Site","Same-Species","**"
"102",0.280856497631117,5.61581605865949e-05,"Ax","Micrococcus_luteus","Ch","Micrococcus_luteus",0.00245990484472139,"Inter-Site","Same-Species","**"
"103",0.2793835893586,6.1654657024412e-05,"Ps","Cutibacterium_acnes","Ch","Cutibacterium_acnes",0.00266884408776782,"Inter-Site","Same-Species","**"
"104",0.277130428260707,7.1049488814824e-05,"Fo","Cutibacterium_acnes","Ll","Cutibacterium_acnes",0.00303350259642486,"Inter-Site","Same-Species","**"
"105",0.27712666265875,7.10662589310539e-05,"Ac","Cutibacterium_avidum","Ll","Cutibacterium_avidum",0.00303411638805029,"Inter-Site","Same-Species","**"
"106",-0.276202086747959,7.52982299250403e-05,"Fo","Dermabacter_sp_HFH0086","Ll","Dermabacter_sp_HFH0086",0.00319029221740777,"Inter-Site","Same-Species","**"
"107",0.271326772592069,0.000101807453025916,"Fo","Streptococcus_mitis_oralis_pneumoniae","Ch","Streptococcus_mitis_oralis_pneumoniae",0.00418040431955653,"Inter-Site","Same-Species","**"
"108",0.270712009282063,0.00010571165246301,"Fo","Streptococcus_mitis_oralis_pneumoniae","Ub","Streptococcus_mitis_oralis_pneumoniae",0.00433355711455319,"Inter-Site","Same-Species","**"
"109",0.269606477647437,0.000113087605945187,"Ax","Staphylococcus_hominis","Ch","Staphylococcus_hominis",0.00461124173594636,"Inter-Site","Same-Species","**"
"110",0.267973846416595,0.00012486570872266,"Ps","Malassezia_restricta","Fo","Malassezia_restricta",0.00505095631652085,"Inter-Site","Same-Species","**"
"111",0.265721465320912,0.000143006641930109,"Fo","Corynebacterium_pseudogenitalium","Ub","Corynebacterium_pseudogenitalium",0.00568890140169103,"Inter-Site","Same-Species","**"
"112",0.264663196059472,0.000152355134046975,"Ch","Malassezia_restricta","Ac","Malassezia_restricta",0.00602091279587363,"Inter-Site","Same-Species","**"
"113",0.264423610590265,0.0001545493784092,"Ps","Cutibacterium_acnes","Ub","Cutibacterium_acnes",0.00610496178290027,"Inter-Site","Same-Species","**"
"114",0.263949440564907,0.000158979356646838,"Fo","Cutibacterium_granulosum","Ch","Cutibacterium_granulosum",0.00627301218662973,"Inter-Site","Same-Species","**"
"115",0.263757164190343,0.000160809283115602,"Fo","Corynebacterium_kroppenstedtii","Vf","Corynebacterium_kroppenstedtii",0.00630858533681322,"Inter-Site","Same-Species","**"
"116",0.261708796898521,0.000181563504560692,"Ps","Staphylococcus_epidermidis","Sc","Staphylococcus_epidermidis",0.00705032064269529,"Inter-Site","Same-Species","**"
"117",0.2614161879486,0.000184724492390144,"Ch","Cutibacterium_avidum","Vf","Cutibacterium_avidum",0.00716340786170439,"Inter-Site","Same-Species","**"
"118",0.260213574367377,0.000198262909169069,"Ps","Corynebacterium_tuberculostearicum","Sc","Corynebacterium_tuberculostearicum",0.00765421723935786,"Inter-Site","Same-Species","**"
"119",0.258886125614073,0.000214277855709998,"Fo","Corynebacterium_kroppenstedtii","Ch","Corynebacterium_kroppenstedtii",0.00814339339087934,"Inter-Site","Same-Species","**"
"120",0.257539620037651,0.000231747975211679,"Fo","Malassezia_restricta","Ac","Malassezia_restricta",0.0087630267103113,"Inter-Site","Same-Species","**"
"121",-0.256586106743421,0.000244911836144543,"Ch","Malassezia_globosa","Ub","Malassezia_globosa",0.00916047971076068,"Inter-Site","Same-Species","**"
"122",0.254660492528934,0.000273644755054415,"Fo","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",0.0101673646000931,"Inter-Site","Same-Species","*"
"123",0.253733271989426,0.000288571293162587,"Ch","Staphylococcus_epidermidis","Ac","Staphylococcus_epidermidis",0.0105907778880356,"Inter-Site","Same-Species","*"
"124",0.251422785569639,0.000329122005991301,"Fo","Cutibacterium_acnes","Ub","Cutibacterium_acnes",0.0118950690654172,"Inter-Site","Same-Species","*"
"125",0.250870615807219,0.000339566782167249,"Vf","Finegoldia_magna","Ub","Finegoldia_magna",0.0121918972549713,"Inter-Site","Same-Species","*"
"126",0.248281681865117,0.00039277067977511,"Ax","Staphylococcus_epidermidis","Ll","Staphylococcus_epidermidis",0.0138054773473626,"Inter-Site","Same-Species","*"
"127",0.247148986400268,0.000418396091940547,"Ch","Micrococcus_luteus","Ub","Micrococcus_luteus",0.014625865267228,"Inter-Site","Same-Species","*"
"128",0.247049537904143,0.000420718400773358,"Vf","Corynebacterium_kroppenstedtii","Ub","Corynebacterium_kroppenstedtii",0.0146973164809947,"Inter-Site","Same-Species","*"
"129",0.246756414404898,0.000427633060384817,"Ps","Brevibacterium_casei","Sc","Brevibacterium_casei",0.0149306688513837,"Inter-Site","Same-Species","*"
"130",0.241143028575714,0.00058213404511088,"Fo","Cutibacterium_acnes","Ac","Cutibacterium_acnes",0.0193893674764542,"Inter-Site","Same-Species","*"
"131",0.241035601109306,0.00058553987633486,"Ch","Staphylococcus_epidermidis","Ub","Staphylococcus_epidermidis",0.0194654608178364,"Inter-Site","Same-Species","*"
"132",0.239303485601077,0.000643057952074737,"Ch","Corynebacterium_kroppenstedtii","Ub","Corynebacterium_kroppenstedtii",0.0210757138310151,"Inter-Site","Same-Species","*"
"133",0.23907626132895,0.000650978712306355,"Ps","Malassezia_restricta","Ac","Malassezia_restricta",0.0213259347248056,"Inter-Site","Same-Species","*"
"134",0.237838036974293,0.000695746708257607,"Ax","Staphylococcus_epidermidis","Ac","Staphylococcus_epidermidis",0.0225511866820653,"Inter-Site","Same-Species","*"
"135",0.234328543042456,0.000838517428752062,"Ub","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",0.0263355068817145,"Inter-Site","Same-Species","*"
"136",0.232365776236543,0.000929672431754873,"Ax","Streptococcus_mitis_oralis_pneumoniae","Ch","Streptococcus_mitis_oralis_pneumoniae",0.028779060516978,"Inter-Site","Same-Species","*"
"137",0.23228051046744,0.000933831523149253,"Ch","Cutibacterium_granulosum","Vf","Cutibacterium_granulosum",0.0288448163879938,"Inter-Site","Same-Species","*"
"138",0.23221954332491,0.000936815858451707,"Ps","Malassezia_restricta","Ub","Malassezia_restricta",0.0289302333452412,"Inter-Site","Same-Species","*"
"139",0.231500333375711,0.000972689105386908,"Fo","Cutibacterium_avidum","Ll","Cutibacterium_avidum",0.0299559312332827,"Inter-Site","Same-Species","*"
"140",0.231421221706044,0.000976711215095749,"Ac","Staphylococcus_hominis","Ub","Staphylococcus_hominis",0.0300272622993908,"Inter-Site","Same-Species","*"
"141",0.228980921188672,0.00110854323659767,"Sc","Malassezia_restricta","Ac","Malassezia_restricta",0.0334015659174527,"Inter-Site","Same-Species","*"
"142",0.227777410742541,0.00117940183404595,"Ps","Staphylococcus_caprae_capitis","Sc","Staphylococcus_caprae_capitis",0.0351741154884931,"Inter-Site","Same-Species","*"
"143",0.22507253574417,0.00135405908576376,"Ax","Streptococcus_mitis_oralis_pneumoniae","Fo","Streptococcus_mitis_oralis_pneumoniae",0.0396162314654291,"Inter-Site","Same-Species","*"
"144",-0.223506410193042,0.0014657064031232,"Ps","Corynebacterium_pseudogenitalium","Ll","Corynebacterium_pseudogenitalium",0.0424108127965037,"Inter-Site","Same-Species","*"
"145",0.222738115511159,0.00152350029681558,"Vf","Cutibacterium_avidum","Ub","Cutibacterium_avidum",0.0438493290407606,"Inter-Site","Same-Species","*"
"146",0.222456747225992,0.00154518174418475,"Ps","Cutibacterium_granulosum","Sc","Cutibacterium_granulosum",0.0443218711640036,"Inter-Site","Same-Species","*"
"147",-0.221514551693487,0.00161985399637284,"Ch","Brevibacterium_casei","Sc","Brevibacterium_casei",0.0463055066813719,"Inter-Site","Same-Species","*"
"148",-0.219909822606808,0.00175465898481034,"Sc","Finegoldia_magna","Ll","Finegoldia_magna",0.0494150540997755,"Inter-Site","Same-Species","*"
"149",0.217560510605303,0.00197052859000904,"Fo","Corynebacterium_tuberculostearicum","Ch","Corynebacterium_tuberculostearicum",0.054457318846211,"Inter-Site","Same-Species",NA
"150",0.215825022851113,0.0021452402808512,"Ps","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",0.0584564138652785,"Inter-Site","Same-Species",NA
"151",0.215391947302588,0.00219098085848006,"Ac","Brevibacterium_casei","Ll","Brevibacterium_casei",0.0594802820081175,"Inter-Site","Same-Species",NA
"152",0.214245536449005,0.0023163768262074,"Ch","Cutibacterium_granulosum","Ac","Cutibacterium_granulosum",0.0624929369072874,"Inter-Site","Same-Species",NA
"153",-0.214215984530527,0.00231969380683148,"Ps","Staphylococcus_hominis","Ll","Staphylococcus_hominis",0.0625797604635726,"Inter-Site","Same-Species",NA
"154",0.212707395992381,0.00249486719364432,"Ps","Malassezia_restricta","Ll","Malassezia_restricta",0.0664783673131129,"Inter-Site","Same-Species",NA
"155",0.211422597476065,0.00265343205067314,"Ax","Micrococcus_luteus","Fo","Micrococcus_luteus",0.0698698054673371,"Inter-Site","Same-Species",NA
"156",0.211173876576454,0.00268516426064611,"Fo","Corynebacterium_tuberculostearicum","Ub","Corynebacterium_tuberculostearicum",0.0705265971265003,"Inter-Site","Same-Species",NA
"157",0.211129464718173,0.00269086647441457,"Fo","Brevibacterium_casei","Sc","Brevibacterium_casei",0.0706178247127229,"Inter-Site","Same-Species",NA
"158",0.210049342931243,0.00283297300214432,"Sc","Staphylococcus_epidermidis","Ll","Staphylococcus_epidermidis",0.0738889383467077,"Inter-Site","Same-Species",NA
"159",0.209985594384596,0.00284156886088273,"Ps","Moraxella_osloensis","Sc","Moraxella_osloensis",0.0741016957208062,"Inter-Site","Same-Species",NA
"160",0.209827927588323,0.00286293025976085,"Fo","Moraxella_osloensis","Ac","Moraxella_osloensis",0.0745643917114676,"Inter-Site","Same-Species",NA
"161",0.209250956091769,0.00294234697235232,"Fo","Moraxella_osloensis","Vf","Moraxella_osloensis",0.0761214612361819,"Inter-Site","Same-Species",NA
"162",0.206507008210255,0.00334802638124816,"Vf","Cutibacterium_granulosum","Ll","Cutibacterium_granulosum",0.0846584600111484,"Inter-Site","Same-Species",NA
"163",0.2056320192946,0.00348763770396578,"Ps","Brevibacterium_casei","Ub","Brevibacterium_casei",0.0876996061693499,"Inter-Site","Same-Species",NA
"164",0.205151585671466,0.00356651083368604,"Ax","Staphylococcus_epidermidis","Vf","Staphylococcus_epidermidis",0.0893550776497187,"Inter-Site","Same-Species",NA
"165",-0.205113891379811,0.00357276674228101,"Sc","Cutibacterium_granulosum","Ll","Cutibacterium_granulosum",0.0894541990370707,"Inter-Site","Same-Species",NA
"166",0.204905738579087,0.00360749141711272,"Ax","Cutibacterium_acnes","Ll","Cutibacterium_acnes",0.0901810945695001,"Inter-Site","Same-Species",NA
