"","Spearman_r","p_value","Site1","Taxa1","Site2","Taxa2","adjust_p","Type1","Type2","Annotation"
"167",0.204579921368146,0.00366245711559094,"Sc","Cutibacterium_acnes","Ac","Cutibacterium_acnes",0.0910737228160965,"Inter-Site","Same-Species",NA
"168",0.204495604188217,0.00367680405687457,"Ch","Brevibacterium_casei","Ub","Brevibacterium_casei",0.0913793514679587,"Inter-Site","Same-Species",NA
"169",0.204130983260344,0.00373943149658216,"Ax","Brevibacterium_casei","Fo","Brevibacterium_casei",0.0928047890066099,"Inter-Site","Same-Species",NA
"170",0.20061059863073,0.00439544976048597,"Fo","Malassezia_globosa","Vf","Malassezia_globosa",0.105987832729265,"Inter-Site","Same-Species",NA
"171",0.200543814078782,0.00440883817884734,"Fo","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",0.106215837939122,"Inter-Site","Same-Species",NA
"172",0.200533618101717,0.00441088540881999,"Fo","Streptococcus_mitis_oralis_pneumoniae","Ac","Streptococcus_mitis_oralis_pneumoniae",0.106254049555839,"Inter-Site","Same-Species",NA
"173",-0.200246086446309,0.00446897150146246,"Ps","Brevibacterium_casei","Ac","Brevibacterium_casei",0.107300443905326,"Inter-Site","Same-Species",NA
"174",0.19997704843576,0.00452394350736056,"Ps","Malassezia_restricta","Ch","Malassezia_restricta",0.108483649986634,"Inter-Site","Same-Species",NA
"175",0.197406435160879,0.00508065490200848,"Fo","Cutibacterium_acnes","Vf","Cutibacterium_acnes",0.119268692627262,"Inter-Site","Same-Species",NA
"176",0.197256992654257,0.00511483370369278,"Fo","Staphylococcus_caprae_capitis","Ac","Staphylococcus_caprae_capitis",0.119893374620192,"Inter-Site","Same-Species",NA
"177",0.197237581442874,0.00511928831716396,"Ub","Staphylococcus_caprae_capitis","Ll","Staphylococcus_caprae_capitis",0.119994463075259,"Inter-Site","Same-Species",NA
"178",0.196715460409618,0.00524042122286612,"Ch","Staphylococcus_caprae_capitis","Ac","Staphylococcus_caprae_capitis",0.122335990959422,"Inter-Site","Same-Species",NA
"179",0.195778267391456,0.00546431270636532,"Ch","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",0.126567140564425,"Inter-Site","Same-Species",NA
"180",0.195358800402582,0.00556726879723682,"Sc","Cutibacterium_avidum","Ub","Cutibacterium_avidum",0.128539558954492,"Inter-Site","Same-Species",NA
"181",0.192709262805664,0.00625868405991273,"Vf","Brevibacterium_casei","Ll","Brevibacterium_casei",0.141464666827545,"Inter-Site","Same-Species",NA
"182",0.192420737546968,0.00633842730190726,"Ax","Moraxella_osloensis","Ch","Moraxella_osloensis",0.142735041877518,"Inter-Site","Same-Species",NA
"183",-0.191864476507413,0.00649473336233221,"Ps","Corynebacterium_tuberculostearicum","Ll","Corynebacterium_tuberculostearicum",0.145534691661669,"Inter-Site","Same-Species",NA
"184",0.187438886813408,0.00786598591556172,"Ch","Micrococcus_luteus","Ac","Micrococcus_luteus",0.169345058414166,"Inter-Site","Same-Species",NA
"185",0.185559411466631,0.00852233075316871,"Ch","Staphylococcus_epidermidis","Ll","Staphylococcus_epidermidis",0.180452792785379,"Inter-Site","Same-Species",NA
"186",0.183266300894764,0.00938862072872159,"Ax","Brevibacterium_casei","Sc","Brevibacterium_casei",0.194482156630544,"Inter-Site","Same-Species",NA
"187",0.183024524228047,0.00948435376302085,"Fo","Staphylococcus_caprae_capitis","Ch","Staphylococcus_caprae_capitis",0.196099828211397,"Inter-Site","Same-Species",NA
"188",0.18285674917692,0.00955129217187002,"Ax","Staphylococcus_hominis","Fo","Staphylococcus_hominis",0.197138104203663,"Inter-Site","Same-Species",NA
"189",0.182151274239859,0.00983735739267148,"Ps","Cutibacterium_avidum","Sc","Cutibacterium_avidum",0.201731568112924,"Inter-Site","Same-Species",NA
"190",-0.180885879999831,0.010369493164442,"Ps","Corynebacterium_pseudogenitalium","Ub","Corynebacterium_pseudogenitalium",0.210454230109195,"Inter-Site","Same-Species",NA
"191",-0.178943069764705,0.0112360136363916,"Sc","Corynebacterium_kroppenstedtii","Vf","Corynebacterium_kroppenstedtii",0.224137164819675,"Inter-Site","Same-Species",NA
"192",0.177052300732177,0.0121399661369603,"Ax","Streptococcus_mitis_oralis_pneumoniae","Ub","Streptococcus_mitis_oralis_pneumoniae",0.237741129225472,"Inter-Site","Same-Species",NA
"193",0.176398510436943,0.0124670925991367,"Ch","Finegoldia_magna","Ub","Finegoldia_magna",0.242837073653071,"Inter-Site","Same-Species",NA
"194",0.176005284901658,0.0126675536214981,"Ac","Corynebacterium_tuberculostearicum","Ub","Corynebacterium_tuberculostearicum",0.245996864583538,"Inter-Site","Same-Species",NA
"195",-0.175973687987888,0.012683783520077,"Ax","Corynebacterium_kroppenstedtii","Ac","Corynebacterium_kroppenstedtii",0.246300717775453,"Inter-Site","Same-Species",NA
"196",0.173544824159382,0.0139873478076646,"Ax","Micrococcus_luteus","Ub","Micrococcus_luteus",0.265392297279279,"Inter-Site","Same-Species",NA
"197",0.172194872976343,0.0147614452054503,"Ac","Corynebacterium_tuberculostearicum","Ll","Corynebacterium_tuberculostearicum",0.276703517448451,"Inter-Site","Same-Species",NA
"198",0.171329281182707,0.0152772872920627,"Sc","Malassezia_restricta","Ll","Malassezia_restricta",0.283548488527941,"Inter-Site","Same-Species",NA
"199",0.168061886665939,0.0173690409055612,"Ps","Malassezia_globosa","Sc","Malassezia_globosa",0.312650630814074,"Inter-Site","Same-Species",NA
"200",-0.166090586755612,0.0187480932584169,"Ax","Cutibacterium_avidum","Fo","Cutibacterium_avidum",0.331273013914537,"Inter-Site","Same-Species",NA
"201",-0.166083690392884,0.0187530799071869,"Sc","Micrococcus_luteus","Vf","Micrococcus_luteus",0.331335349604292,"Inter-Site","Same-Species",NA
"202",0.165264500994005,0.0193536741484804,"Vf","Corynebacterium_pseudogenitalium","Ub","Corynebacterium_pseudogenitalium",0.339481001067601,"Inter-Site","Same-Species",NA
"203",0.165128209267847,0.0194551990540914,"Ch","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",0.340895704119585,"Inter-Site","Same-Species",NA
"204",0.163516528035247,0.0206912113331941,"Ub","Cutibacterium_avidum","Ll","Cutibacterium_avidum",0.357015652465446,"Inter-Site","Same-Species",NA
"205",0.163484099048243,0.0207167631537764,"Ps","Corynebacterium_kroppenstedtii","Ac","Corynebacterium_kroppenstedtii",0.357380802334502,"Inter-Site","Same-Species",NA
"206",-0.161762551385319,0.0221129990349394,"Ps","Corynebacterium_pseudogenitalium","Vf","Corynebacterium_pseudogenitalium",0.374745229138446,"Inter-Site","Same-Species",NA
"207",0.161711014057446,0.0221560204752905,"Ch","Streptococcus_mitis_oralis_pneumoniae","Ub","Streptococcus_mitis_oralis_pneumoniae",0.37526964184038,"Inter-Site","Same-Species",NA
"208",0.161174589805228,0.0226081135642241,"Ch","Cutibacterium_acnes","Ub","Cutibacterium_acnes",0.381349574421253,"Inter-Site","Same-Species",NA
"209",0.160852943899525,0.0228829915123475,"Ch","Micrococcus_luteus","Vf","Micrococcus_luteus",0.384616776271563,"Inter-Site","Same-Species",NA
"210",0.159530548087669,0.0240435930151003,"Ch","Cutibacterium_acnes","Ac","Cutibacterium_acnes",0.399357243425524,"Inter-Site","Same-Species",NA
"211",-0.157721054680723,0.0257135405418527,"Ps","Brevibacterium_casei","Ll","Brevibacterium_casei",0.419488230432874,"Inter-Site","Same-Species",NA
"212",-0.157143484127342,0.0262671125906531,"Ax","Cutibacterium_granulosum","Sc","Cutibacterium_granulosum",0.426023477373215,"Inter-Site","Same-Species",NA
"213",-0.156413687658615,0.0269811757398609,"Ps","Streptococcus_mitis_oralis_pneumoniae","Ac","Streptococcus_mitis_oralis_pneumoniae",0.43453545266756,"Inter-Site","Same-Species",NA
"214",0.1558914557457,0.0275023001801862,"Ch","Cutibacterium_acnes","Vf","Cutibacterium_acnes",0.440979528906514,"Inter-Site","Same-Species",NA
"215",-0.155698851765312,0.027696658738448,"Ax","Brevibacterium_casei","Ac","Brevibacterium_casei",0.443110526309263,"Inter-Site","Same-Species",NA
"216",0.154632096298264,0.0287945479933218,"Ps","Streptococcus_mitis_oralis_pneumoniae","Ch","Streptococcus_mitis_oralis_pneumoniae",0.455770302014103,"Inter-Site","Same-Species",NA
"217",-0.15448836687623,0.0289452775520297,"Ps","Corynebacterium_pseudogenitalium","Ac","Corynebacterium_pseudogenitalium",0.457818739847681,"Inter-Site","Same-Species",NA
"218",0.154312286504657,0.0291308518941587,"Fo","Staphylococcus_caprae_capitis","Sc","Staphylococcus_caprae_capitis",0.46023408576325,"Inter-Site","Same-Species",NA
"219",0.154186752112193,0.0292637745163687,"Ax","Streptococcus_mitis_oralis_pneumoniae","Ll","Streptococcus_mitis_oralis_pneumoniae",0.461629140303004,"Inter-Site","Same-Species",NA
"220",0.153205208912464,0.030321053002633,"Ch","Staphylococcus_caprae_capitis","Sc","Staphylococcus_caprae_capitis",0.473719915231592,"Inter-Site","Same-Species",NA
"221",0.152416978213047,0.03119352154759,"Fo","Staphylococcus_caprae_capitis","Vf","Staphylococcus_caprae_capitis",0.483406189558091,"Inter-Site","Same-Species",NA
"222",0.152048328407623,0.0316088509895146,"Sc","Staphylococcus_caprae_capitis","Ac","Staphylococcus_caprae_capitis",0.487867441742984,"Inter-Site","Same-Species",NA
"223",0.152003357085197,0.0316598373672591,"Ch","Cutibacterium_acnes","Ll","Cutibacterium_acnes",0.488461051641537,"Inter-Site","Same-Species",NA
"224",0.151955379147285,0.0317143096564343,"Ch","Moraxella_osloensis","Ub","Moraxella_osloensis",0.489093073002923,"Inter-Site","Same-Species",NA
"225",0.151505287632191,0.0322292210643405,"Ps","Cutibacterium_acnes","Ll","Cutibacterium_acnes",0.495553503126745,"Inter-Site","Same-Species",NA
"226",-0.150683686906494,0.0331874866918066,"Ps","Micrococcus_luteus","Vf","Micrococcus_luteus",0.505932568543255,"Inter-Site","Same-Species",NA
"227",-0.14946905522819,0.034648427851582,"Vf","Dermabacter_sp_HFH0086","Ll","Dermabacter_sp_HFH0086",0.522400845230765,"Inter-Site","Same-Species",NA
"228",-0.148950382668602,0.0352886907344714,"Ax","Malassezia_restricta","Vf","Malassezia_restricta",0.52862201161874,"Inter-Site","Same-Species",NA
"229",-0.148344346649668,0.0360494642124137,"Ch","Finegoldia_magna","Ll","Finegoldia_magna",0.537810832973426,"Inter-Site","Same-Species",NA
"230",0.147666513529114,0.0369167616061388,"Ax","Corynebacterium_kroppenstedtii","Ub","Corynebacterium_kroppenstedtii",0.547347698785163,"Inter-Site","Same-Species",NA
"231",-0.147506472206911,0.0371240907340908,"Ps","Moraxella_osloensis","Ll","Moraxella_osloensis",0.549409317620941,"Inter-Site","Same-Species",NA
"232",-0.146500749822863,0.0384496168664404,"Ax","Malassezia_restricta","Ac","Malassezia_restricta",0.563628994775911,"Inter-Site","Same-Species",NA
"233",0.144946645441188,0.0405762940910825,"Ch","Cutibacterium_acnes","Sc","Cutibacterium_acnes",0.585671827855469,"Inter-Site","Same-Species",NA
"234",-0.144159841964425,0.0416901732796126,"Sc","Corynebacterium_pseudogenitalium","Ac","Corynebacterium_pseudogenitalium",0.596010001122494,"Inter-Site","Same-Species",NA
"235",0.14368729277015,0.0423714281628014,"Fo","Streptococcus_mitis_oralis_pneumoniae","Ll","Streptococcus_mitis_oralis_pneumoniae",0.603224760602174,"Inter-Site","Same-Species",NA
"236",-0.143434446456702,0.042739768157977,"Fo","Cutibacterium_avidum","Sc","Cutibacterium_avidum",0.606725102050186,"Inter-Site","Same-Species",NA
"237",0.143212395875058,0.0430654579631188,"Ax","Micrococcus_luteus","Vf","Micrococcus_luteus",0.610038671081187,"Inter-Site","Same-Species",NA
"238",0.142970074251856,0.043423252860679,"Ps","Cutibacterium_acnes","Ac","Cutibacterium_acnes",0.613587842748957,"Inter-Site","Same-Species",NA
"239",0.14262249218055,0.0439408164807221,"Ac","Corynebacterium_pseudogenitalium","Ub","Corynebacterium_pseudogenitalium",0.618281589890119,"Inter-Site","Same-Species",NA
"240",0.142533957482055,0.0440734710389361,"Ub","Corynebacterium_tuberculostearicum","Ll","Corynebacterium_tuberculostearicum",0.61957030762573,"Inter-Site","Same-Species",NA
"241",-0.142342244210367,0.0443618716489033,"Sc","Corynebacterium_pseudogenitalium","Vf","Corynebacterium_pseudogenitalium",0.622454233426496,"Inter-Site","Same-Species",NA
"242",-0.142322112123022,0.04439224850056,"Ps","Staphylococcus_hominis","Ac","Staphylococcus_hominis",0.622810438008142,"Inter-Site","Same-Species",NA
"243",-0.142071767847718,0.0447714445765823,"Ps","Staphylococcus_hominis","Ub","Staphylococcus_hominis",0.626714067251205,"Inter-Site","Same-Species",NA
"244",0.141947261602592,0.0449610412117078,"Sc","Cutibacterium_acnes","Ll","Cutibacterium_acnes",0.628658406844149,"Inter-Site","Same-Species",NA
"245",-0.140290446178303,0.047548627196305,"Ps","Micrococcus_luteus","Ac","Micrococcus_luteus",0.654015144600224,"Inter-Site","Same-Species",NA
"246",0.139860122735878,0.0482406645503335,"Ps","Staphylococcus_caprae_capitis","Fo","Staphylococcus_caprae_capitis",0.660150133326415,"Inter-Site","Same-Species",NA
"247",0.139577003221265,0.0487005354901665,"Ch","Staphylococcus_caprae_capitis","Vf","Staphylococcus_caprae_capitis",0.664093113976665,"Inter-Site","Same-Species",NA
"248",0.139252218941415,0.049232575320507,"Ac","Corynebacterium_kroppenstedtii","Ub","Corynebacterium_kroppenstedtii",0.669091133314649,"Inter-Site","Same-Species",NA
"249",0.139111271064633,0.0494649680852106,"Ax","Cutibacterium_granulosum","Ll","Cutibacterium_granulosum",0.671394796044693,"Inter-Site","Same-Species",NA
"250",0.138954151070232,0.0497251008809288,"Ch","Micrococcus_luteus","Ll","Micrococcus_luteus",0.673985067007979,"Inter-Site","Same-Species",NA
"251",0.136847056736815,0.0533250481503337,"Ac","Streptococcus_mitis_oralis_pneumoniae","Ll","Streptococcus_mitis_oralis_pneumoniae",0.706473896417363,"Inter-Site","Same-Species",NA
"252",0.136152121281838,0.0545587009783163,"Ax","Cutibacterium_acnes","Vf","Cutibacterium_acnes",0.717887244526348,"Inter-Site","Same-Species",NA
"253",0.13613388903731,0.0545913823337819,"Sc","Staphylococcus_caprae_capitis","Vf","Staphylococcus_caprae_capitis",0.718212358639373,"Inter-Site","Same-Species",NA
"254",-0.136002850247678,0.0548267468412626,"Ch","Corynebacterium_pseudogenitalium","Ll","Corynebacterium_pseudogenitalium",0.720287925166376,"Inter-Site","Same-Species",NA
"255",-0.134488134041247,0.0576088554421113,"Sc","Corynebacterium_kroppenstedtii","Ll","Corynebacterium_kroppenstedtii",0.744725823866296,"Inter-Site","Same-Species",NA
"256",0.134177760326142,0.0581930678561613,"Ps","Streptococcus_mitis_oralis_pneumoniae","Ll","Streptococcus_mitis_oralis_pneumoniae",0.749420431907582,"Inter-Site","Same-Species",NA
"257",-0.134014232762098,0.0585028332403942,"Fo","Corynebacterium_pseudogenitalium","Sc","Corynebacterium_pseudogenitalium",0.75151055533476,"Inter-Site","Same-Species",NA
"258",-0.13283488032061,0.0607773133585513,"Sc","Corynebacterium_kroppenstedtii","Ac","Corynebacterium_kroppenstedtii",0.771531107849304,"Inter-Site","Same-Species",NA
"259",0.13248611953062,0.0614636913510069,"Ac","Cutibacterium_granulosum","Ub","Cutibacterium_granulosum",0.776491402852202,"Inter-Site","Same-Species",NA
"260",-0.132348924807372,0.0617354369153642,"Ps","Finegoldia_magna","Ll","Finegoldia_magna",0.778907292349256,"Inter-Site","Same-Species",NA
"261",0.13174238909632,0.0629486710773646,"Ps","Malassezia_globosa","Ub","Malassezia_globosa",0.789186130513307,"Inter-Site","Same-Species",NA
"262",0.131408201385333,0.063625450585037,"Fo","Cutibacterium_granulosum","Ub","Cutibacterium_granulosum",0.79472662422593,"Inter-Site","Same-Species",NA
"263",0.131366948542704,0.0637094057762451,"Ps","Cutibacterium_avidum","Vf","Cutibacterium_avidum",0.795528299398086,"Inter-Site","Same-Species",NA
"264",-0.130711818151587,0.065054901216411,"Sc","Cutibacterium_granulosum","Ac","Cutibacterium_granulosum",0.806129917869158,"Inter-Site","Same-Species",NA
"265",-0.130461554188878,0.0655749908429789,"Sc","Brevibacterium_casei","Ll","Brevibacterium_casei",0.810541609109905,"Inter-Site","Same-Species",NA
"266",-0.129071019217009,0.068527048841554,"Ps","Micrococcus_luteus","Ll","Micrococcus_luteus",0.834391111240221,"Inter-Site","Same-Species",NA
"267",-0.128803255035251,0.069107766003743,"Ch","Cutibacterium_avidum","Sc","Cutibacterium_avidum",0.839181433023539,"Inter-Site","Same-Species",NA
"268",0.128609656161962,0.0695301300617786,"Ps","Corynebacterium_tuberculostearicum","Fo","Corynebacterium_tuberculostearicum",0.842630867613847,"Inter-Site","Same-Species",NA
"269",-0.127545263566404,0.0718899793984141,"Ax","Cutibacterium_avidum","Ch","Cutibacterium_avidum",0.860718274676712,"Inter-Site","Same-Species",NA
"270",0.126885172129303,0.0733858867277266,"Ps","Cutibacterium_acnes","Fo","Cutibacterium_acnes",0.872598793098008,"Inter-Site","Same-Species",NA
"271",-0.126713491911673,0.0737790632029982,"Ps","Moraxella_osloensis","Vf","Moraxella_osloensis",0.875515971412477,"Inter-Site","Same-Species",NA
"272",-0.126408103102147,0.0744826780680275,"Ax","Dermabacter_sp_HFH0086","Fo","Dermabacter_sp_HFH0086",0.879804327680948,"Inter-Site","Same-Species",NA
"273",0.125795189645163,0.0759112456252219,"Fo","Finegoldia_magna","Vf","Finegoldia_magna",0.890577591237433,"Inter-Site","Same-Species",NA
"274",0.125678006575639,0.0761868838865197,"Sc","Staphylococcus_epidermidis","Vf","Staphylococcus_epidermidis",0.893052201477194,"Inter-Site","Same-Species",NA
"275",0.12558571848446,0.0764045339252807,"Ps","Finegoldia_magna","Ch","Finegoldia_magna",0.894604929066573,"Inter-Site","Same-Species",NA
"276",0.125498759466512,0.0766100761960767,"Ps","Cutibacterium_avidum","Ac","Cutibacterium_avidum",0.896117417616836,"Inter-Site","Same-Species",NA
"277",0.125141471691531,0.0774592861744368,"Ps","Corynebacterium_kroppenstedtii","Ch","Corynebacterium_kroppenstedtii",0.902215996025753,"Inter-Site","Same-Species",NA
"278",0.124763332699497,0.0783663286486554,"Ch","Cutibacterium_avidum","Ac","Cutibacterium_avidum",0.908954737981589,"Inter-Site","Same-Species",NA
"279",-0.124729266537528,0.0784484627145936,"Ax","Corynebacterium_pseudogenitalium","Ch","Corynebacterium_pseudogenitalium",0.909487455554386,"Inter-Site","Same-Species",NA
"280",0.123684003426665,0.0810025859617222,"Vf","Brevibacterium_casei","Ub","Brevibacterium_casei",0.928136687849518,"Inter-Site","Same-Species",NA
"281",-0.123664859375469,0.0810499822582703,"Ps","Cutibacterium_granulosum","Ub","Cutibacterium_granulosum",0.928527232559836,"Inter-Site","Same-Species",NA
"282",0.123477396292216,0.0815152795245955,"Ps","Corynebacterium_tuberculostearicum","Ch","Corynebacterium_tuberculostearicum",0.931856127104763,"Inter-Site","Same-Species",NA
"283",-0.120888141086702,0.0881646470490977,"Fo","Brevibacterium_casei","Ll","Brevibacterium_casei",0.974711930854073,"Inter-Site","Same-Species",NA
"284",0.120684883506459,0.0887044815519458,"Fo","Malassezia_globosa","Sc","Malassezia_globosa",0.978362895751103,"Inter-Site","Same-Species",NA
"285",0.120666717738931,0.0887528566612528,"Ps","Corynebacterium_kroppenstedtii","Vf","Corynebacterium_kroppenstedtii",0.978777190690129,"Inter-Site","Same-Species",NA
"286",-0.120511198055707,0.0891678667337795,"Sc","Corynebacterium_tuberculostearicum","Ll","Corynebacterium_tuberculostearicum",0.981833160524494,"Inter-Site","Same-Species",NA
"287",0.120364933067456,0.0895595944940755,"Ch","Staphylococcus_hominis","Ac","Staphylococcus_hominis",0.984649351103894,"Inter-Site","Same-Species",NA
"288",-0.120096423554198,0.0902822968597518,"Ax","Cutibacterium_avidum","Ub","Cutibacterium_avidum",0.989515043716959,"Inter-Site","Same-Species",NA
"289",0.119116853764415,0.0929584065523867,"Ax","Brevibacterium_casei","Ch","Brevibacterium_casei",1,"Inter-Site","Same-Species",NA
"290",-0.118306847164582,0.0952186832083671,"Ax","Micrococcus_luteus","Sc","Micrococcus_luteus",1,"Inter-Site","Same-Species",NA
"291",-0.117827145429308,0.0965777240034569,"Ch","Corynebacterium_pseudogenitalium","Vf","Corynebacterium_pseudogenitalium",1,"Inter-Site","Same-Species",NA
"292",0.11719940222555,0.0983793897657135,"Vf","Cutibacterium_granulosum","Ub","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"293",-0.116260275423375,0.101124365390874,"Sc","Finegoldia_magna","Ac","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"294",0.116248736194551,0.10115846614379,"Ch","Staphylococcus_hominis","Ub","Staphylococcus_hominis",1,"Inter-Site","Same-Species",NA
"295",-0.116117062637312,0.101548232128664,"Ax","Malassezia_restricta","Ll","Malassezia_restricta",1,"Inter-Site","Same-Species",NA
"296",0.115397930084114,0.103697912550937,"Ps","Staphylococcus_epidermidis","Vf","Staphylococcus_epidermidis",1,"Inter-Site","Same-Species",NA
"297",0.115166070112251,0.104398604153252,"Sc","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",1,"Inter-Site","Same-Species",NA
"298",0.115018867638056,0.104845389978639,"Ps","Malassezia_globosa","Fo","Malassezia_globosa",1,"Inter-Site","Same-Species",NA
"299",0.11417314214622,0.107441576002543,"Fo","Corynebacterium_tuberculostearicum","Sc","Corynebacterium_tuberculostearicum",1,"Inter-Site","Same-Species",NA
"300",0.114119480126739,0.107607995940619,"Fo","Finegoldia_magna","Ch","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"301",0.113473336833421,0.109627797574321,"Ps","Cutibacterium_acnes","Vf","Cutibacterium_acnes",1,"Inter-Site","Same-Species",NA
"302",-0.11325491224642,0.110317264362127,"Ps","Micrococcus_luteus","Ub","Micrococcus_luteus",1,"Inter-Site","Same-Species",NA
"303",-0.112927963142079,0.111355640325767,"Ax","Cutibacterium_avidum","Ll","Cutibacterium_avidum",1,"Inter-Site","Same-Species",NA
"304",0.112842199689441,0.111629284709048,"Ub","Streptococcus_mitis_oralis_pneumoniae","Ll","Streptococcus_mitis_oralis_pneumoniae",1,"Inter-Site","Same-Species",NA
"305",0.112605690310936,0.112386640765003,"Sc","Cutibacterium_avidum","Ac","Cutibacterium_avidum",1,"Inter-Site","Same-Species",NA
"306",0.112378301129108,0.113118577236295,"Ax","Cutibacterium_granulosum","Fo","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"307",0.112250238787915,0.113532431150792,"Ac","Cutibacterium_granulosum","Ll","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"308",0.112136920341537,0.113899623958836,"Ax","Cutibacterium_acnes","Sc","Cutibacterium_acnes",1,"Inter-Site","Same-Species",NA
"309",0.111959295878459,0.114477058121535,"Ax","Staphylococcus_caprae_capitis","Fo","Staphylococcus_caprae_capitis",1,"Inter-Site","Same-Species",NA
"310",-0.111867898969164,0.114775067218814,"Sc","Streptococcus_mitis_oralis_pneumoniae","Vf","Streptococcus_mitis_oralis_pneumoniae",1,"Inter-Site","Same-Species",NA
"311",0.111647057818204,0.115497642739203,"Ax","Corynebacterium_kroppenstedtii","Ch","Corynebacterium_kroppenstedtii",1,"Inter-Site","Same-Species",NA
"312",0.111284608059809,0.11669123840653,"Ch","Cutibacterium_avidum","Ub","Cutibacterium_avidum",1,"Inter-Site","Same-Species",NA
"313",0.110747934820397,0.118476206255278,"Sc","Cutibacterium_acnes","Ub","Cutibacterium_acnes",1,"Inter-Site","Same-Species",NA
"314",0.110142641975589,0.12051482037068,"Ax","Finegoldia_magna","Ll","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"315",-0.109833136147224,0.1215677054381,"Sc","Staphylococcus_hominis","Ll","Staphylococcus_hominis",1,"Inter-Site","Same-Species",NA
"316",0.108551000224314,0.12600550509219,"Ps","Streptococcus_mitis_oralis_pneumoniae","Ub","Streptococcus_mitis_oralis_pneumoniae",1,"Inter-Site","Same-Species",NA
"317",0.108506716560482,0.126160990103197,"Vf","Corynebacterium_tuberculostearicum","Ub","Corynebacterium_tuberculostearicum",1,"Inter-Site","Same-Species",NA
"318",-0.108244029266489,0.127086365928129,"Ax","Streptococcus_mitis_oralis_pneumoniae","Ac","Streptococcus_mitis_oralis_pneumoniae",1,"Inter-Site","Same-Species",NA
"319",0.107779651535019,0.128735055144195,"Ch","Staphylococcus_epidermidis","Sc","Staphylococcus_epidermidis",1,"Inter-Site","Same-Species",NA
"320",-0.107640064697657,0.12923384337359,"Ps","Cutibacterium_granulosum","Vf","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"321",0.107031446636218,0.131426053516184,"Ax","Brevibacterium_casei","Ub","Brevibacterium_casei",1,"Inter-Site","Same-Species",NA
"322",0.10590692760169,0.135551630813423,"Ps","Staphylococcus_caprae_capitis","Ub","Staphylococcus_caprae_capitis",1,"Inter-Site","Same-Species",NA
"323",-0.105871251739544,0.135684122808072,"Sc","Cutibacterium_granulosum","Ub","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"324",-0.105398945382,0.137447528988234,"Ax","Cutibacterium_avidum","Vf","Cutibacterium_avidum",1,"Inter-Site","Same-Species",NA
"325",-0.10537276712836,0.1375457788603,"Sc","Micrococcus_luteus","Ll","Micrococcus_luteus",1,"Inter-Site","Same-Species",NA
"326",-0.105028395153943,0.138843253288998,"Ps","Finegoldia_magna","Ub","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"327",-0.104642499682994,0.140308265526221,"Ch","Corynebacterium_pseudogenitalium","Ac","Corynebacterium_pseudogenitalium",1,"Inter-Site","Same-Species",NA
"328",-0.104480937234745,0.140925113340779,"Ps","Brevibacterium_casei","Vf","Brevibacterium_casei",1,"Inter-Site","Same-Species",NA
"329",0.103398101851571,0.14511292069157,"Ch","Finegoldia_magna","Sc","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"330",0.102173731024272,0.149961313227047,"Ax","Micrococcus_luteus","Ac","Micrococcus_luteus",1,"Inter-Site","Same-Species",NA
"331",0.102114429409601,0.150199217951845,"Ax","Cutibacterium_granulosum","Vf","Cutibacterium_granulosum",1,"Inter-Site","Same-Species",NA
"332",-0.101840471517357,0.151301984235428,"Ps","Staphylococcus_caprae_capitis","Ch","Staphylococcus_caprae_capitis",1,"Inter-Site","Same-Species",NA
"333",0.101281345298586,0.153571622040449,"Ax","Corynebacterium_pseudogenitalium","Ac","Corynebacterium_pseudogenitalium",1,"Inter-Site","Same-Species",NA
"334",0.100533509993568,0.156647315250321,"Ch","Streptococcus_mitis_oralis_pneumoniae","Vf","Streptococcus_mitis_oralis_pneumoniae",1,"Inter-Site","Same-Species",NA
"335",0.100144153820189,0.158266896003197,"Fo","Cutibacterium_acnes","Sc","Cutibacterium_acnes",1,"Inter-Site","Same-Species",NA
"336",-0.0994752310313406,0.161078703607389,"Ax","Brevibacterium_casei","Vf","Brevibacterium_casei",1,"Inter-Site","Same-Species",NA
"337",0.0990793884195066,0.162760166711934,"Vf","Malassezia_globosa","Ll","Malassezia_globosa",1,"Inter-Site","Same-Species",NA
"338",-0.0989870717435016,0.163154192835302,"Fo","Finegoldia_magna","Ll","Finegoldia_magna",1,"Inter-Site","Same-Species",NA
"339",0.0986767317547683,0.16448401966598,"Ch","Corynebacterium_tuberculostearicum","Ac","Corynebacterium_tuberculostearicum",1,"Inter-Site","Same-Species",NA
"340",0.0980856643187645,0.167039163443747,"Ps","Staphylococcus_hominis","Sc","Staphylococcus_hominis",1,"Inter-Site","Same-Species",NA
