fit_time,score_time,test_roc_auc_scorer,test_accuracy,test_f1_score,test_domprc,test_aps
1.0370500087738037,0.00710749626159668,0.9875,0.9459459459459459,0.8598484848484849,0.918918918918919,0.9980764678030303
0.8879733085632324,0.0067522525787353516,0.975,0.9459459459459459,0.8598484848484849,0.918918918918919,0.996267825311943
0.927396297454834,0.00665283203125,0.9921875,0.9444444444444444,0.8838709677419355,0.8333333333333334,0.9990530303030303
0.8939683437347412,0.006655454635620117,1.0,0.9722222222222222,0.9365079365079365,0.8611111111111112,1.0
0.915020227432251,0.0066814422607421875,1.0,0.8888888888888888,0.8226600985221675,0.75,0.9999999999999999
0.8823120594024658,0.006647348403930664,0.975,0.9459459459459459,0.884375,0.8648648648648649,0.9961771376897534
0.9204216003417969,0.006756305694580078,0.9625,0.918918918918919,0.8398268398268398,0.8378378378378378,0.9940578848161901
0.89377760887146,0.006596803665161133,0.9921875,0.9444444444444444,0.859375,0.8888888888888888,0.9990530303030303
0.919593095779419,0.006742238998413086,0.9765625,0.9444444444444444,0.859375,0.8888888888888888,0.9970684032869013
0.8885166645050049,0.006552219390869141,0.9483870967741935,0.9444444444444444,0.8838709677419355,0.8611111111111112,0.9908859026553866
