	fit_time	score_time	test_roc_auc_scorer	test_accuracy	test_f1_score	test_domprc	test_aps	rtype	rs
15	2.410857915878296	0.015859127044677734	0.84375	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.41666666666666663	real	4
16	3.7599689960479736	0.024873971939086914	0.9777777777777777	0.8333333333333334	0.45454545454545453	1.0	0.9166666666666665	real	4
17	2.790651798248291	0.015819072723388672	0.5777777777777777	0.7222222222222222	0.41935483870967744	0.8888888888888888	0.27301587301587305	real	4
18	2.6980981826782227	0.016144752502441406	0.8444444444444446	0.7777777777777778	0.6	0.8333333333333334	0.6095238095238096	real	4
19	3.5670347213745117	0.021631956100463867	0.8	0.8823529411764706	0.46875	1.0	0.3333333333333333	real	4
0	4.967565059661865	0.021582841873168945	0.65625	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.8922402250527252	random	0
1	2.4638609886169434	0.013855934143066406	0.59375	0.7777777777777778	0.4375	0.8888888888888888	0.8859104437229438	random	0
2	2.6892380714416504	0.006968021392822266	0.71875	0.7777777777777778	0.4375	0.8888888888888888	0.8862103174603174	random	0
3	3.5302319526672363	0.019787073135375977	0.4375	0.6111111111111112	0.3793103448275862	0.7222222222222222	0.943730574980575	random	0
4	2.734678030014038	0.021340131759643555	0.4375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.9479166666666666	random	0
5	4.045269966125488	0.01851201057434082	0.34375	0.6666666666666666	0.4	0.7777777777777778	0.9554198762838468	random	0
6	3.6694138050079346	0.010854959487915039	0.6888888888888889	0.6666666666666666	0.4	0.8333333333333334	0.825660924043277	random	0
7	5.217777967453003	0.02041912078857422	0.4	0.7222222222222222	0.41935483870967744	0.8888888888888888	0.9031115181115181	random	0
8	2.430656909942627	0.010154008865356445	0.4111111111111111	0.5555555555555556	0.35714285714285715	0.7222222222222222	0.9004761904761904	random	0
9	2.6712918281555176	0.009725332260131836	0.4666666666666667	0.7058823529411765	0.41379310344827586	0.8235294117647058	0.940819964349376	random	0
10	3.393730878829956	0.009954214096069336	0.421875	0.7777777777777778	0.4375	0.8888888888888888	0.9378201659451659	random	0
11	2.0841259956359863	0.009840250015258789	0.46875	0.7777777777777778	0.4375	0.8888888888888888	0.9451388888888889	random	0
12	2.6762819290161133	0.015283823013305664	0.5625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.9275252525252524	random	0
13	3.1077420711517334	0.01827716827392578	0.34375	0.6666666666666666	0.4	0.7777777777777778	0.9566964285714286	random	0
14	2.663763999938965	0.023697853088378906	0.59375	0.6111111111111112	0.3793103448275862	0.7222222222222222	0.9115854631479632	random	0
15	2.67569899559021	0.012326955795288086	0.40625	0.7777777777777778	0.4375	0.8888888888888888	0.9434880581020286	random	0
16	2.899678945541382	0.027268171310424805	0.3111111111111111	0.5	0.3333333333333333	0.6666666666666666	0.941688034188034	random	0
17	2.5642001628875732	0.010577917098999023	0.5777777777777778	0.7777777777777778	0.4375	0.9444444444444444	0.863681917211329	random	0
18	2.4561710357666016	0.01839590072631836	0.711111111111111	0.7777777777777778	0.4375	0.9444444444444444	0.8214600214600214	random	0
19	3.1379778385162354	0.015202999114990234	0.5333333333333333	0.8235294117647058	0.45161290322580644	0.9411764705882353	0.9171093394622806	random	0
0	3.325669050216675	0.028522014617919922	0.65625	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.8830388361638362	random	1
1	2.773813009262085	0.017726898193359375	0.34375	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9388474117793971	random	1
2	2.6995978355407715	0.00816202163696289	0.953125	0.8888888888888888	0.71875	0.8888888888888888	0.7655708874458874	random	1
3	4.196045160293579	0.02134084701538086	0.1875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.977890114379085	random	1
4	3.2239599227905273	0.014301061630249023	0.53125	0.7777777777777778	0.6	0.7777777777777778	0.8892508023022729	random	1
5	2.891381025314331	0.025292158126831055	0.1875	0.7777777777777778	0.4375	0.8888888888888888	0.9782986111111112	random	1
6	2.685309886932373	0.013728141784667969	0.2666666666666666	0.6666666666666666	0.4	0.8333333333333334	0.9415438374261904	random	1
7	2.7343971729278564	0.011793851852416992	0.6222222222222222	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.7654622610504964	random	1
8	2.9043431282043457	0.028973817825317383	0.5555555555555555	0.7777777777777778	0.6	0.8333333333333334	0.8347916897916897	random	1
9	3.3053359985351562	0.016711950302124023	0.5666666666666667	0.7058823529411765	0.41379310344827586	0.8235294117647058	0.9014911776676483	random	1
10	3.1504998207092285	0.021967172622680664	0.515625	0.8888888888888888	0.47058823529411764	1.0	0.8442599934787435	random	1
11	2.885878086090088	0.010087013244628906	0.609375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.903364466415937	random	1
12	4.339570045471191	0.023542165756225586	0.5625	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.8432555291930292	random	1
13	3.1099419593811035	0.02925705909729004	1.0	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.7535552478567185	random	1
14	2.9279139041900635	0.009259939193725586	0.171875	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9737703013897867	random	1
15	3.573867082595825	0.031327009201049805	0.359375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.93522840007215	random	1
16	2.2029237747192383	0.012295246124267578	0.26666666666666666	0.5	0.3333333333333333	0.6666666666666666	0.9424271480153832	random	1
17	2.709882974624634	0.010942935943603516	0.5777777777777777	0.8333333333333334	0.45454545454545453	1.0	0.8247652347652348	random	1
18	3.5559117794036865	0.025355100631713867	0.8444444444444444	0.8888888888888888	0.71875	0.9444444444444444	0.7377316311139841	random	1
19	2.8788938522338867	0.0170590877532959	0.48333333333333334	0.8235294117647058	0.45161290322580644	0.9411764705882353	0.8709415965298318	random	1
0	4.040283918380737	0.022715091705322266	0.5625	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9167325219714926	random	2
1	3.402698040008545	0.022444725036621094	0.515625	0.7777777777777778	0.6	0.7777777777777778	0.8859104437229438	random	2
2	4.109963893890381	0.02632308006286621	0.578125	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.8821902056277057	random	2
3	3.1896350383758545	0.027850866317749023	0.296875	0.6666666666666666	0.4	0.7777777777777778	0.9527545371295371	random	2
4	2.600471019744873	0.008571147918701172	0.6875	0.8888888888888888	0.47058823529411764	1.0	0.8522149725274724	random	2
5	3.274916887283325	0.02729511260986328	0.78125	0.8888888888888888	0.71875	0.8888888888888888	0.8142843267843268	random	2
6	1.9105322360992432	0.013092041015625	0.6222222222222222	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.8150697450697449	random	2
7	3.0228137969970703	0.0076601505279541016	0.5888888888888888	0.7222222222222222	0.5566502463054187	0.7777777777777778	0.8504178338001868	random	2
8	2.478732109069824	0.011008977890014648	0.43333333333333335	0.6666666666666666	0.4	0.8333333333333334	0.8919315053138582	random	2
9	3.2943332195281982	0.025706052780151367	0.5666666666666667	0.7647058823529411	0.43333333333333335	0.8823529411764706	0.9075122481004834	random	2
10	3.0076792240142822	0.02091503143310547	0.96875	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.7636935980685979	random	2
11	2.6321170330047607	0.016288042068481445	0.28125	0.6111111111111112	0.3793103448275862	0.7222222222222222	0.9634098030237737	random	2
12	2.2499148845672607	0.014714717864990234	0.8125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.8431082806082807	random	2
13	3.533565044403076	0.026945114135742188	0.25	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9699652777777777	random	2
14	3.0442800521850586	0.012429237365722656	0.234375	0.6666666666666666	0.4	0.7777777777777778	0.9646863553113553	random	2
15	2.844578981399536	0.023345947265625	0.46875	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9353498931623931	random	2
16	2.3981471061706543	0.01944875717163086	0.8	0.7777777777777778	0.6	0.8333333333333334	0.7529899838723367	random	2
17	2.430891990661621	0.009708166122436523	0.3111111111111111	0.7222222222222222	0.41935483870967744	0.8888888888888888	0.9192592592592592	random	2
18	3.328033208847046	0.028502702713012695	0.5111111111111111	0.6666666666666666	0.5178571428571428	0.7222222222222222	0.8680931214754743	random	2
19	3.087761878967285	0.015051126480102539	0.25	0.47058823529411764	0.32	0.5882352941176471	0.9599668305550657	random	2
0	3.41838002204895	0.025033950805664062	0.9375	0.8333333333333334	0.7339901477832512	0.7222222222222222	0.7729896839271839	random	3
1	3.5718321800231934	0.023894071578979492	0.21875	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9704861111111112	random	3
2	2.7530758380889893	0.026952028274536133	0.75	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.8573367604617605	random	3
3	2.559225082397461	0.025654077529907227	0.8125	0.8888888888888888	0.47058823529411764	1.0	0.8423318001443002	random	3
4	3.977788209915161	0.02049994468688965	0.90625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.8116300366300366	random	3
5	3.034107208251953	0.00812387466430664	0.546875	0.8888888888888888	0.71875	0.8888888888888888	0.8412867871507577	random	3
6	3.3355491161346436	0.015565872192382812	0.6444444444444444	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.7640774040774041	random	3
7	3.2323360443115234	0.023228883743286133	0.47777777777777775	0.7777777777777778	0.6	0.8333333333333334	0.8564723620605974	random	3
8	3.538733959197998	0.02018904685974121	0.6888888888888889	0.7777777777777778	0.6	0.8333333333333334	0.8126973951973953	random	3
9	3.091472864151001	0.016323089599609375	0.33333333333333337	0.7647058823529411	0.43333333333333335	0.8823529411764706	0.9429372152901565	random	3
10	4.7215681076049805	0.026068925857543945	0.71875	0.8888888888888888	0.71875	0.8888888888888888	0.8488374472749474	random	3
11	2.913728952407837	0.01886606216430664	0.703125	0.7777777777777778	0.4375	0.8888888888888888	0.8794674075924076	random	3
12	3.5354020595550537	0.02256608009338379	0.46875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.9186523545898546	random	3
13	2.8446269035339355	0.014669179916381836	0.578125	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.8642609126984128	random	3
14	2.6996021270751953	0.027781963348388672	0.3125	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9551238181752888	random	3
15	4.732814311981201	0.01974177360534668	0.609375	0.7777777777777778	0.4375	0.8888888888888888	0.8887477106227107	random	3
16	2.6880061626434326	0.025990962982177734	0.5333333333333333	0.8333333333333334	0.45454545454545453	1.0	0.8335401635401635	random	3
17	4.496729850769043	0.025737285614013672	0.6666666666666667	0.8333333333333334	0.45454545454545453	1.0	0.7943100526924056	random	3
18	3.1212708950042725	0.010045051574707031	0.48888888888888893	0.6111111111111112	0.48148148148148145	0.6666666666666666	0.8444101377924907	random	3
19	3.650398015975952	0.028043031692504883	0.6666666666666667	0.8235294117647058	0.6482758620689655	0.8235294117647058	0.8661019916902271	random	3
0	3.2505757808685303	0.024636030197143555	0.984375	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.7506114902254608	random	4
1	2.3052468299865723	0.007740020751953125	0.296875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.9522569444444444	random	4
2	2.595263957977295	0.009383916854858398	0.15625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.9652777777777778	random	4
3	3.119121789932251	0.008886098861694336	0.375	0.7777777777777778	0.4375	0.8888888888888888	0.9583333333333333	random	4
4	3.0740010738372803	0.01191401481628418	0.703125	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.8756656027795734	random	4
5	2.820158004760742	0.009176015853881836	0.90625	0.7777777777777778	0.6	0.7777777777777778	0.7813406568921275	random	4
6	3.383624315261841	0.01749563217163086	0.4888888888888889	0.6111111111111112	0.3793103448275862	0.7777777777777778	0.8735638653285712	random	4
7	3.164361000061035	0.013204813003540039	0.46666666666666673	0.7777777777777778	0.6	0.8333333333333334	0.8682196616020146	random	4
8	3.129697799682617	0.015857219696044922	0.4222222222222222	0.7222222222222222	0.41935483870967744	0.8888888888888888	0.9133068783068783	random	4
9	3.8348519802093506	0.023660898208618164	0.7666666666666666	0.8235294117647058	0.6482758620689655	0.8235294117647058	0.80406495465319	random	4
10	3.3711612224578857	0.02171182632446289	0.40625	0.8888888888888888	0.47058823529411764	1.0	0.9167243959063811	random	4
11	2.4974913597106934	0.0078277587890625	0.546875	0.8888888888888888	0.47058823529411764	1.0	0.9148840742590743	random	4
12	2.8223941326141357	0.02207207679748535	0.390625	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.9457395035520035	random	4
13	2.7400400638580322	0.013257026672363281	0.53125	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.8901838459742871	random	4
14	2.879382848739624	0.01634812355041504	0.9375	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.7714448235587942	random	4
15	3.458660840988159	0.010029077529907227	0.171875	0.7777777777777778	0.4375	0.8888888888888888	0.9757106608669108	random	4
16	2.8355002403259277	0.015065670013427734	0.6666666666666666	0.7777777777777778	0.6	0.8333333333333334	0.7804300438123968	random	4
17	2.4496867656707764	0.011022090911865234	0.5888888888888889	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.8251484735308264	random	4
18	2.864706039428711	0.018819093704223633	0.2888888888888889	0.6666666666666666	0.4	0.8333333333333334	0.9098304854187206	random	4
19	3.1783480644226074	0.025454998016357422	1.0	0.8823529411764706	0.7976190476190477	0.7647058823529411	0.7450577962342669	random	4
