	fit_time	score_time	test_roc_auc_scorer	test_accuracy	test_f1_score	test_domprc	test_aps	rtype	rs
0	4.230489015579224	0.013522863388061523	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	0
1	3.5622940063476562	0.02877497673034668	0.78125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.30952380952380953	real	0
2	3.169562816619873	0.028205156326293945	0.671875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.3333333333333333	real	0
3	3.6963119506835938	0.016939163208007812	0.9375	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.5833333333333333	real	0
4	3.555828809738159	0.011654138565063477	0.65625	0.7777777777777778	0.4375	0.8888888888888888	0.2111111111111111	real	0
5	3.6457178592681885	0.019240140914916992	0.578125	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.3055555555555556	real	0
6	2.623944044113159	0.007693052291870117	0.7777777777777778	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.43333333333333335	real	0
7	3.156519889831543	0.02880096435546875	0.6666666666666666	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.5555555555555556	real	0
8	3.8062021732330322	0.01762676239013672	0.5555555555555556	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.46581196581196577	real	0
9	3.519279956817627	0.028964996337890625	0.8333333333333334	0.8235294117647058	0.45161290322580644	0.9411764705882353	0.3666666666666667	real	0
10	2.840640068054199	0.013046026229858398	0.6875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.20833333333333331	real	0
11	2.528769016265869	0.010993003845214844	0.5	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.18055555555555555	real	0
12	3.3086750507354736	0.02641606330871582	0.8125	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.325	real	0
13	2.4008450508117676	0.00937199592590332	0.71875	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.5909090909090909	real	0
14	4.093266248703003	0.032425880432128906	0.796875	0.7777777777777778	0.4375	0.8888888888888888	0.29166666666666663	real	0
15	4.613986015319824	0.012099027633666992	0.8125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.3333333333333333	real	0
16	2.625760793685913	0.01192021369934082	1.0	0.8333333333333334	0.45454545454545453	1.0	1.0	real	0
17	2.4062368869781494	0.008336782455444336	0.7555555555555555	0.7777777777777778	0.4375	0.9444444444444444	0.37777777777777777	real	0
18	2.7131049633026123	0.01737809181213379	0.8666666666666668	0.7777777777777778	0.6	0.8333333333333334	0.5	real	0
19	3.7431931495666504	0.02451801300048828	0.7666666666666666	0.8823529411764706	0.46875	1.0	0.29166666666666663	real	0
0	3.4190280437469482	0.011534929275512695	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	1
1	3.876410961151123	0.013765096664428711	0.8125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.3333333333333333	real	1
2	2.5806100368499756	0.014625072479248047	0.6875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.26666666666666666	real	1
3	2.9726011753082275	0.023759841918945312	0.9375	0.8888888888888888	0.71875	0.8888888888888888	0.5833333333333333	real	1
4	2.777003049850464	0.01191401481628418	0.65625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.225	real	1
5	2.456676721572876	0.019483327865600586	0.546875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.2222222222222222	real	1
6	2.2655141353607178	0.009810924530029297	0.8	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.5694444444444444	real	1
7	3.0185751914978027	0.021014928817749023	0.6888888888888889	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.5555555555555556	real	1
8	3.1432831287384033	0.01504206657409668	0.5555555555555556	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.46581196581196577	real	1
9	2.0373551845550537	0.01143789291381836	0.8666666666666667	0.8823529411764706	0.46875	1.0	0.45	real	1
10	2.5950088500976562	0.014984369277954102	0.71875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.24285714285714285	real	1
11	3.7504680156707764	0.02651500701904297	0.5625	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.31666666666666665	real	1
12	3.559136152267456	0.023930788040161133	0.71875	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.25	real	1
13	2.823681116104126	0.028477907180786133	0.75	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.6	real	1
14	3.0116729736328125	0.015532970428466797	0.796875	0.8888888888888888	0.47058823529411764	1.0	0.29166666666666663	real	1
15	2.1440441608428955	0.010125875473022461	0.875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.45	real	1
16	3.2367422580718994	0.02584075927734375	0.9555555555555556	0.8333333333333334	0.45454545454545453	1.0	0.8666666666666667	real	1
17	2.9693379402160645	0.015463113784790039	0.6888888888888889	0.7777777777777778	0.4375	0.9444444444444444	0.30634920634920637	real	1
18	2.839686870574951	0.008455991744995117	0.8222222222222222	0.7777777777777778	0.6	0.8333333333333334	0.41111111111111115	real	1
19	3.0697033405303955	0.019386768341064453	0.7666666666666666	0.8823529411764706	0.46875	1.0	0.29166666666666663	real	1
0	4.350297212600708	0.02903294563293457	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	2
1	3.430950880050659	0.02175116539001465	0.8125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.39285714285714285	real	2
2	3.631216287612915	0.023395776748657227	0.71875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.35	real	2
3	3.0832407474517822	0.010388374328613281	0.9375	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.5833333333333333	real	2
4	2.318169116973877	0.00945591926574707	0.65625	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.20833333333333331	real	2
5	2.5427489280700684	0.00828695297241211	0.5625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.2222222222222222	real	2
6	3.15425705909729	0.026571989059448242	0.6888888888888889	0.7777777777777778	0.6	0.8333333333333334	0.5119047619047619	real	2
7	2.735598087310791	0.011794090270996094	0.6888888888888889	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.40476190476190477	real	2
8	3.1452019214630127	0.027840137481689453	0.5555555555555556	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.4658119658119658	real	2
9	3.4575037956237793	0.028216123580932617	0.8666666666666667	0.8235294117647058	0.45161290322580644	0.9411764705882353	0.41666666666666663	real	2
10	3.3891990184783936	0.023567914962768555	0.6875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.22619047619047616	real	2
11	2.621718168258667	0.01723790168762207	0.515625	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.22916666666666666	real	2
12	3.5246939659118652	0.014917135238647461	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	2
13	2.905769109725952	0.024719953536987305	0.8125	0.8888888888888888	0.71875	0.8888888888888888	0.625	real	2
14	3.222975254058838	0.016424894332885742	0.796875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.29166666666666663	real	2
15	2.6049442291259766	0.01188206672668457	0.875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.41666666666666663	real	2
16	3.5560550689697266	0.025297880172729492	0.9555555555555556	0.8333333333333334	0.45454545454545453	1.0	0.8666666666666667	real	2
17	2.5687789916992188	0.010710000991821289	0.7555555555555555	0.7777777777777778	0.4375	0.9444444444444444	0.3472222222222222	real	2
18	2.481204032897949	0.01162576675415039	0.8666666666666667	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.6333333333333333	real	2
19	3.576615333557129	0.01624774932861328	0.7666666666666666	0.8823529411764706	0.46875	1.0	0.29166666666666663	real	2
0	2.8285140991210938	0.018777132034301758	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	3
1	2.5674471855163574	0.013103723526000977	0.796875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.30952380952380953	real	3
2	2.791006088256836	0.009116888046264648	0.625	0.7777777777777778	0.6	0.7777777777777778	0.3269230769230769	real	3
3	3.2149980068206787	0.014389991760253906	0.9375	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.5833333333333333	real	3
4	2.1259381771087646	0.0135498046875	0.65625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.2111111111111111	real	3
5	2.9473159313201904	0.019457101821899414	0.484375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.18055555555555555	real	3
6	2.81380295753479	0.02420830726623535	0.7777777777777779	0.7777777777777778	0.6	0.8333333333333334	0.5535714285714286	real	3
7	2.9498088359832764	0.018476009368896484	0.7333333333333333	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.6180555555555556	real	3
8	2.8656907081604004	0.009528160095214844	0.6666666666666666	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.49831649831649827	real	3
9	3.1024858951568604	0.018821001052856445	0.8333333333333333	0.8823529411764706	0.46875	1.0	0.3666666666666667	real	3
10	3.1920628547668457	0.0171811580657959	0.71875	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.24285714285714285	real	3
11	4.04577112197876	0.0221250057220459	0.5	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.2222222222222222	real	3
12	4.2693870067596436	0.01125192642211914	0.75	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.26785714285714285	real	3
13	4.104198932647705	0.010027885437011719	0.8125	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.625	real	3
14	4.390841007232666	0.01049494743347168	0.859375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.3666666666666667	real	3
15	3.0972142219543457	0.02106618881225586	0.875	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.41666666666666663	real	3
16	4.254401922225952	0.026916980743408203	0.9555555555555556	0.8333333333333334	0.45454545454545453	1.0	0.8666666666666667	real	3
17	2.6869709491729736	0.010133028030395508	0.6666666666666667	0.7222222222222222	0.41935483870967744	0.8888888888888888	0.2972582972582972	real	3
18	3.9574971199035645	0.02758312225341797	0.8666666666666667	0.7777777777777778	0.6	0.8333333333333334	0.6333333333333333	real	3
19	2.5603339672088623	0.009109020233154297	0.7666666666666667	0.8235294117647058	0.45161290322580644	0.9411764705882353	0.30952380952380953	real	3
0	3.7095398902893066	0.01665210723876953	0.8125	0.7777777777777778	0.4375	0.8888888888888888	0.325	real	4
1	2.9247119426727295	0.014055252075195312	0.78125	0.8333333333333334	0.6516129032258065	0.8333333333333334	0.29166666666666663	real	4
2	2.8987579345703125	0.017091035842895508	0.6875	0.8888888888888888	0.71875	0.8888888888888888	0.34090909090909094	real	4
3	3.2555508613586426	0.007844209671020508	0.9375	0.9444444444444444	0.8838709677419355	0.8333333333333334	0.5833333333333333	real	4
4	3.2912352085113525	0.01482701301574707	0.59375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.20833333333333331	real	4
5	2.5266449451446533	0.01288914680480957	0.59375	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.2222222222222222	real	4
6	2.7809579372406006	0.011460065841674805	0.7555555555555555	0.7777777777777778	0.6	0.8333333333333334	0.5396825396825397	real	4
7	2.2465360164642334	0.01676011085510254	0.7777777777777777	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.6388888888888888	real	4
8	3.057065963745117	0.008735895156860352	0.5555555555555556	0.8333333333333334	0.6516129032258065	0.8888888888888888	0.46581196581196577	real	4
9	3.437016010284424	0.02700185775756836	0.7666666666666667	0.8823529411764706	0.46875	1.0	0.29166666666666663	real	4
10	2.656057119369507	0.00952291488647461	0.65625	0.8333333333333334	0.45454545454545453	0.9444444444444444	0.20833333333333331	real	4
11	3.129593849182129	0.017390966415405273	0.4375	0.7222222222222222	0.5566502463054187	0.7222222222222222	0.15555555555555556	real	4
12	3.8838608264923096	0.02263021469116211	0.78125	0.7222222222222222	0.41935483870967744	0.8333333333333334	0.29166666666666663	real	4
13	3.1232521533966064	0.029555797576904297	0.75	0.9444444444444444	0.8181818181818181	0.9444444444444444	0.6	real	4
14	3.64165997505188	0.011590957641601562	0.828125	0.8888888888888888	0.47058823529411764	1.0	0.325	real	4
